学校,全国统一招生代码,所在地,办学层次
湖南工商大学,10554,长沙市,本科
南华大学,10555,衡阳市,本科
长沙医学院,10823,长沙市,本科
长沙学院,11077,长沙市,本科
湖南工程学院,11342,湘潭市,本科
湖南城市学院,11527,益阳市,本科
湖南工学院,11528,衡阳市,本科
湖南财政经济学院,11532,长沙市,本科
湖南警察学院,11534,长沙市,本科
湖南工业大学,11535,株洲市,本科
湖南女子学院,11538,长沙市,本科
湖南第一师范学院,12034,长沙市,本科
湖南医药学院,12214,怀化市,本科
湖南涉外经济学院,12303,长沙市,本科
湘潭大学兴湘学院,12599,湘潭市,本科
湖南工业大学科技学院,12604,株洲市,本科
湖南科技大学潇湘学院,12649,湘潭市,本科
南华大学船山学院,12650,衡阳市,本科
湘潭理工学院,12651,湘潭市,本科
长沙工业学院,12652,长沙市,本科
湖南农业大学东方科技学院,12653,长沙市,本科
中南林业科技大学涉外学院,12656,长沙市,本科
常德学院,12657,常德市,本科
岳阳学院,12658,岳阳市,本科
衡阳师范学院南岳学院,12659,衡阳市,本科
湖南工程学院应用技术学院,12660,湘潭市,本科
湖南中医药大学湘杏学院,12661,长沙市,本科
张家界学院,12662,张家界市,本科
长沙理工大学城南学院,13635,长沙市,本科
长沙师范学院,13806,长沙市,本科
湖南应用技术学院,13809,常德市,本科
湖南信息学院,13836,长沙市,本科
湖南交通工程学院,13924,衡阳市,本科
湖南软件职业技术大学,13925,湘潭市,本科
湖南汽车工程职业大学,13937,株洲市,本科
长沙科技学院,14900,长沙市,本科
中山大学,10558,广州市,本科
暨南大学,10559,广州市,本科
汕头大学,10560,汕头市,本科
华南理工大学,10561,广州市,本科
华南农业大学,10564,广州市,本科
广东海洋大学,10566,湛江市,本科
广州医科大学,10570,广州市,本科
广东医科大学,10571,湛江市,本科
广州中医药大学,10572,广州市,本科
广东药科大学,10573,广州市,本科
华南师范大学,10574,广州市,本科
韶关学院,10576,韶关市,本科
惠州学院,10577,惠州市,本科
韩山师范学院,10578,潮州市,本科
岭南师范学院,10579,湛江市,本科
肇庆学院,10580,肇庆市,本科
嘉应学院,10582,梅州市,本科
广州体育学院,10585,广州市,本科
广州美术学院,10586,广州市,本科
星海音乐学院,10587,广州市,本科
广东技术师范大学,10588,广州市,本科
深圳大学,10590,深圳市,本科
广东财经大学,10592,广州市,本科
广东白云学院,10822,广州市,本科
广州大学,11078,广州市,本科
广州航海学院,11106,广州市,本科
广东警官学院,11110,广州市,本科
仲恺农业工程学院,11347,广州市,本科
五邑大学,11349,江门市,本科
广东金融学院,11540,广州市,本科
电子科技大学中山学院,11545,中山市,本科
广东石油化工学院,11656,茂名市,本科
东莞理工学院,11819,东莞市,本科
广东工业大学,11845,广州市,本科
广东外语外贸大学,11846,广州市,本科
佛山大学,11847,佛山市,本科
广东培正学院,12059,广州市,本科
南方医科大学,12121,广州市,本科
广东东软学院,12574,佛山市,本科
广州城市理工学院,12617,广州市,本科
广州软件学院,12618,广州市,本科
广州南方学院,12619,广州市,本科
广东外语外贸大学南国商学院,12620,广州市,本科
广州华商学院,12621,广州市,本科
湛江科技学院,12622,湛江市,本科
华南农业大学珠江学院,12623,广州市,本科
广州理工学院,12668,广州市,本科
北京师范大学珠海分校,13177,珠海市,本科
广州华立学院,13656,广州市,本科
广州应用科技学院,13657,广州市,本科
广州商学院,13667,广州市,本科
北京理工大学珠海学院,13675,珠海市,本科
珠海科技学院,13684,珠海市,本科
广州工商学院,13714,广州市,本科
广州科技职业技术大学,13717,广州市,本科
广东科技学院,13719,东莞市,本科
广东理工学院,13720,肇庆市,本科
广东工商职业技术大学,13721,肇庆市,本科
东莞城市学院,13844,东莞市,本科
广州新华学院,13902,广州市,本科
广东第二师范学院,14278,广州市,本科
南方科技大学,14325,深圳市,本科
深圳技术大学,14655,深圳市,本科
北京师范大学-香港浸会大学联合国际学院,16401,珠海市,本科
香港科技大学（广州）,16412,广州市,本科
香港中文大学（深圳）,16407,深圳市,本科
深圳北理莫斯科大学,16409,深圳市,本科
广东以色列理工学院,16410,汕头市,本科
香港城市大学（东莞）,14851,东莞市,本科
深圳职业技术大学,11113,深圳市,本科
深圳理工大学,14880,深圳市,本科
肇庆医学院,13810,肇庆市,本科
广东轻工职业技术大学,10833,广州市,本科
顺德职业技术大学,10831,佛山市,本科
广州职业技术大学,12046,广州市,本科
深圳信息职业技术大学,12957,深圳市,本科
大湾区大学,14942,东莞市,本科
广西大学,10593,南宁市,本科
广西科技大学,10594,柳州市,本科
桂林电子科技大学,10595,桂林市,本科
桂林理工大学,10596,桂林市,本科
广西医科大学,10598,南宁市,本科
右江民族医学院,10599,百色市,本科
广西中医药大学,10600,南宁市,本科
桂林医科大学,10601,桂林市,本科
广西师范大学,10602,桂林市,本科
南宁师范大学,10603,南宁市,本科
广西民族师范学院,10604,崇左市,本科
河池学院,10605,河池市,本科
玉林师范学院,10606,玉林市,本科
广西艺术学院,10607,南宁市,本科
广西民族大学,10608,南宁市,本科
百色学院,10609,百色市,本科
梧州学院,11354,梧州市,本科
广西科技师范学院,11546,来宾市,本科
广西财经学院,11548,南宁市,本科
南宁学院,11549,南宁市,本科
北部湾大学,11607,钦州市,本科
桂林航天工业学院,11825,桂林市,本科
桂林旅游学院,11837,桂林市,本科
贺州学院,11838,贺州市,本科
广西警察学院,13520,南宁市,本科
北海艺术设计学院,13524,北海市,本科
广西农业职业技术大学,16205,南宁市,本科
柳州工学院,13639,柳州市,本科
广西民族大学相思湖学院,13640,南宁市,本科
桂林学院,13641,桂林市,本科
南宁师范大学师园学院,13642,南宁市,本科
广西中医药大学赛恩斯新医药学院,13643,南宁市,本科
桂林信息科技学院,13644,桂林市,本科
南宁理工学院,13645,桂林市,本科
广西外国语学院,13830,南宁市,本科
北京航空航天大学北海学院,13890,北海市,本科
广西城市职业大学,13920,崇左市,本科
广西职业师范学院,14684,南宁市,本科
南宁职业技术大学,11355,南宁市,本科
柳州职业技术大学,12104,柳州市,本科
桂林师范学院,11671,桂林市,本科
海南大学,10589,海口市,本科
海南热带海洋学院,11100,三亚市,本科
海南师范大学,11658,海口市,本科
海南医科大学,11810,海口市,本科
海口经济学院,12308,海口市,本科
琼台师范学院,13811,海口市,本科
三亚学院,13892,三亚市,本科
海南科技职业大学,14172,海口市,本科
海南比勒费尔德应用科学大学,14829,陵水黎族自治县,本科
海南警察学院,14944,海口市,本科
海南洛桑旅游大学,14948,三亚市,本科
重庆大学,10611,重庆市,本科
重庆邮电大学,10617,重庆市,本科
重庆交通大学,10618,重庆市,本科
重庆医科大学,10631,重庆市,本科
西南大学,10635,重庆市,本科
重庆师范大学,10637,重庆市,本科
重庆文理学院,10642,重庆市,本科
重庆三峡学院,10643,重庆市,本科
长江师范学院,10647,重庆市,本科
四川外国语大学,10650,重庆市,本科
西南政法大学,10652,重庆市,本科
四川美术学院,10655,重庆市,本科
重庆科技大学,11551,重庆市,本科
重庆理工大学,11660,重庆市,本科
重庆工商大学,11799,重庆市,本科
重庆机电职业技术大学,12607,重庆市,本科
重庆工程学院,12608,重庆市,本科
重庆城市科技学院,12616,重庆市,本科
重庆警察学院,12757,重庆市,本科
重庆人文科技学院,13548,重庆市,本科
重庆外语外事学院,13588,重庆市,本科
重庆对外经贸学院,13589,重庆市,本科
重庆财经学院,13590,重庆市,本科
重庆工商大学派斯学院,13591,重庆市,本科
重庆移通学院,13627,重庆市,本科
重庆第二师范学院,14388,重庆市,本科
重庆中医药学院,14830,重庆市,本科
重庆电子科技职业大学,12609,重庆市,本科
重庆工业职业技术大学,12215,重庆市,本科
四川大学,10610,成都市,本科
西南交通大学,10613,成都市,本科
电子科技大学,10614,成都市,本科
西南石油大学,10615,成都市,本科
成都理工大学,10616,成都市,本科
西南科技大学,10619,绵阳市,本科
成都信息工程大学,10621,成都市,本科
四川轻化工大学,10622,自贡市,本科
西华大学,10623,成都市,本科
中国民用航空飞行学院,10624,德阳市,本科
四川农业大学,10626,雅安市,本科
西昌学院,10628,凉山彝族自治州,本科
西南医科大学,10632,泸州市,本科
成都中医药大学,10633,成都市,本科
川北医学院,10634,南充市,本科
四川师范大学,10636,成都市,本科
西华师范大学,10638,南充市,本科
绵阳师范学院,10639,绵阳市,本科
内江师范学院,10640,内江市,本科
宜宾学院,10641,宜宾市,本科
四川文理学院,10644,达州市,本科
阿坝师范学院,10646,阿坝藏族羌族自治州,本科
乐山师范学院,10649,乐山市,本科
西南财经大学,10651,成都市,本科
成都体育学院,10653,成都市,本科
四川音乐学院,10654,成都市,本科
西南民族大学,10656,成都市,本科
成都大学,11079,成都市,本科
成都工业学院,11116,成都市,本科
攀枝花学院,11360,攀枝花市,本科
四川旅游学院,11552,成都市,本科
四川民族学院,11661,甘孜藏族自治州,本科
四川警察学院,12212,泸州市,本科
成都东软学院,12636,成都市,本科
成都艺术职业大学,12969,成都市,本科
电子科技大学成都学院,13665,成都市,本科
成都理工大学工程技术学院,13668,乐山市,本科
四川传媒学院,13669,成都市,本科
成都银杏酒店管理学院,13670,成都市,本科
成都文理学院,13671,成都市,本科
四川工商学院,13672,成都市,本科
成都外国语学院,13673,成都市,本科
成都医学院,13705,成都市,本科
四川工业科技学院,13816,德阳市,本科
成都锦城学院,13903,成都市,本科
西南财经大学天府学院,14037,绵阳市,本科
四川大学锦江学院,14039,眉山市,本科
四川文化艺术学院,14043,绵阳市,本科
绵阳城市学院,14045,绵阳市,本科
西南交通大学希望学院,14262,南充市,本科
成都师范学院,14389,成都市,本科
四川电影电视学院,14410,成都市,本科
吉利学院,12802,成都市,本科
四川工程职业技术大学,12763,德阳市,本科
成都航空职业技术大学,12064,成都市,本科
贵州大学,10657,贵阳市,本科
贵州医科大学,10660,贵阳市,本科
遵义医科大学,10661,遵义市,本科
贵州中医药大学,10662,贵阳市,本科
贵州师范大学,10663,贵阳市,本科
遵义师范学院,10664,遵义市,本科
铜仁学院,10665,铜仁市,本科
兴义民族师范学院,10666,黔西南布依族苗族自治州,本科
安顺学院,10667,安顺市,本科
贵州工程应用技术学院,10668,毕节市,本科
凯里学院,10669,黔东南苗族侗族自治州,本科
黔南民族师范学院,10670,黔南布依族苗族自治州,本科
贵州财经大学,10671,贵阳市,本科
贵州民族大学,10672,贵阳市,本科
贵阳学院,10976,贵阳市,本科
六盘水师范学院,10977,六盘水市,本科
贵州商学院,11731,贵阳市,本科
贵州警察学院,12107,贵阳市,本科
贵州中医药大学时珍学院,13647,贵阳市,本科
贵州黔南经济学院,13648,黔南布依族苗族自治州,本科
贵州黔南科技学院,13649,黔南布依族苗族自治州,本科
贵阳信息科技学院,13650,贵阳市,本科
贵阳人文科技学院,13651,贵阳市,本科
贵阳康养职业大学,16206,贵阳市,本科
遵义医科大学医学与科技学院,13653,遵义市,本科
贵州医科大学神奇民族医药学院,13676,贵阳市,本科
贵州师范学院,14223,贵阳市,本科
贵州理工学院,14440,贵阳市,本科
茅台学院,14625,遵义市,本科
贵州交通职业大学,12222,贵阳市,本科
铜仁职业技术大学,13055,铜仁市,本科
贵州轻工职业大学,13818,贵阳市,本科
云南大学,10673,昆明市,本科
昆明理工大学,10674,昆明市,本科
云南农业大学,10676,昆明市,本科
西南林业大学,10677,昆明市,本科
昆明医科大学,10678,昆明市,本科
大理大学,10679,大理白族自治州,本科
云南中医药大学,10680,昆明市,本科
云南师范大学,10681,昆明市,本科
昭通学院,10683,昭通市,本科
曲靖师范学院,10684,曲靖市,本科
普洱学院,10685,普洱市,本科
保山学院,10686,保山市,本科
红河学院,10687,红河哈尼族彝族自治州,本科
云南财经大学,10689,昆明市,本科
云南艺术学院,10690,昆明市,本科
云南民族大学,10691,昆明市,本科
玉溪师范学院,11390,玉溪市,本科
楚雄师范学院,11391,楚雄彝族自治州,本科
云南警官学院,11392,昆明市,本科
昆明学院,11393,昆明市,本科
文山学院,11556,文山壮族苗族自治州,本科
云南经济管理学院,12560,昆明市,本科
滇池学院,13326,昆明市,本科
丽江文化旅游学院,13328,丽江市,本科
昆明理工大学津桥学院,13329,昆明市,本科
昆明城市学院,13330,昆明市,本科
昆明文理学院,13331,昆明市,本科
昆明医科大学海源学院,13332,昆明市,本科
昆明传媒学院,13333,昆明市,本科
云南工商学院,13909,昆明市,本科
滇西科技师范学院,14092,临沧市,本科
滇西应用技术大学,14623,大理白族自治州,本科
丽江师范学院,14015,丽江市,本科
德宏师范学院,14016,德宏傣族景颇族自治州,本科
曲靖健康医学院,14012,曲靖市,本科
西藏农牧大学,10693,林芝市,本科
西藏大学,10694,拉萨市,本科
西藏民族大学,10695,咸阳市,本科
西藏藏医药大学,10696,拉萨市,本科
拉萨师范学院,12481,拉萨市,本科
西北大学,10697,西安市,本科
西安交通大学,10698,西安市,本科
西北工业大学,10699,西安市,本科
西安理工大学,10700,西安市,本科
西安电子科技大学,10701,西安市,本科
西安工业大学,10702,西安市,本科
西安建筑科技大学,10703,西安市,本科
西安科技大学,10704,西安市,本科
西安石油大学,10705,西安市,本科
陕西科技大学,10708,西安市,本科
西安工程大学,10709,西安市,本科
长安大学,10710,西安市,本科
西北农林科技大学,10712,咸阳市,本科
陕西中医药大学,10716,咸阳市,本科
陕西师范大学,10718,西安市,本科
延安大学,10719,延安市,本科
陕西理工大学,10720,汉中市,本科
宝鸡文理学院,10721,宝鸡市,本科
咸阳师范学院,10722,咸阳市,本科
渭南师范学院,10723,渭南市,本科
西安外国语大学,10724,西安市,本科
西北政法大学,10726,西安市,本科
西安体育学院,10727,西安市,本科
西安音乐学院,10728,西安市,本科
西安美术学院,10729,西安市,本科
西安文理学院,11080,西安市,本科
榆林学院,11395,榆林市,本科
商洛学院,11396,商洛市,本科
安康学院,11397,安康市,本科
西安培华学院,11400,西安市,本科
西安财经大学,11560,西安市,本科
西安邮电大学,11664,西安市,本科
西安航空学院,11736,西安市,本科
西安医学院,11840,西安市,本科
西安欧亚学院,12712,西安市,本科
西安外事学院,12713,西安市,本科
西安翻译学院,12714,西安市,本科
西京学院,12715,西安市,本科
西安思源学院,13121,西安市,本科
陕西国际商贸学院,13123,咸阳市,本科
陕西服装工程学院,13125,咸阳市,本科
西安交通工程学院,13569,西安市,本科
西安交通大学城市学院,13677,西安市,本科
西北大学现代学院,13678,西安市,本科
西安建筑科技大学华清学院,13679,西安市,本科
西安财经大学行知学院,13680,西安市,本科
陕西科技大学镐京学院,13681,咸阳市,本科
西安工商学院,13682,西安市,本科
延安大学西安创新学院,13683,西安市,本科
西安电子科技大学长安学院,13685,西安市,本科
西安汽车职业大学,13738,西安市,本科
西安明德理工学院,13894,西安市,本科
西安信息职业大学,14030,西安市,本科
长安大学兴华学院,14034,西安市,本科
西安理工大学高科学院,14041,西安市,本科
西安科技大学高新学院,14042,西安市,本科
陕西学前师范学院,14390,西安市,本科
陕西警察学院,13819,西安市,本科
陕西农林职业技术大学,10966,咸阳市,本科
陕西工业职业技术大学,10828,咸阳市,本科
西安戏剧学院,14945,西安市,本科
兰州大学,10730,兰州市,本科
兰州理工大学,10731,兰州市,本科
兰州交通大学,10732,兰州市,本科
甘肃农业大学,10733,兰州市,本科
甘肃中医药大学,10735,兰州市,本科
西北师范大学,10736,兰州市,本科
兰州城市学院,10737,兰州市,本科
陇东学院,10738,庆阳市,本科
天水师范大学,10739,天水市,本科
河西学院,10740,张掖市,本科
兰州财经大学,10741,兰州市,本科
西北民族大学,10742,兰州市,本科
甘肃政法大学,11406,兰州市,本科
甘肃民族师范学院,11561,甘南藏族自治州,本科
兰州文理学院,11562,兰州市,本科
甘肃医学院,11805,平凉市,本科
兰州工业学院,11807,兰州市,本科
兰州石化职业技术大学,16209,兰州市,本科
兰州工商学院,13511,兰州市,本科
兰州资源环境职业技术大学,16208,兰州市,本科
兰州博文科技学院,13514,兰州市,本科
兰州信息科技学院,13515,兰州市,本科
陇南师范学院,11806,陇南市,本科
甘肃警察学院,12834,兰州市,本科
甘肃林业职业技术大学,12835,天水市,本科
酒泉职业技术大学,12539,酒泉市,本科
甘肃工业职业技术大学,12836,天水市,本科
武威职业技术大学,13518,武威市,本科
青海大学,10743,西宁市,本科
青海师范大学,10746,西宁市,本科
青海民族大学,10748,西宁市,本科
青海大学昆仑学院,13674,西宁市,本科
青海理工学院,14881,西宁市,本科
青海职业技术大学,12973,西宁市,本科
宁夏大学,10749,银川市,本科
宁夏医科大学,10752,银川市,本科
宁夏师范大学,10753,固原市,本科
北方民族大学,11407,银川市,本科
宁夏理工学院,12544,石嘴山市,本科
宁夏大学新华学院,13325,银川市,本科
银川能源学院,13820,银川市,本科
银川科技学院,14200,银川市,本科
宁夏职业技术大学,13086,银川市,本科
宁夏工商职业技术大学,13087,银川市,本科
新疆大学,10755,乌鲁木齐市,本科
塔里木大学,10757,阿拉尔市,本科
新疆农业大学,10758,乌鲁木齐市,本科
石河子大学,10759,石河子市,本科
新疆医科大学,10760,乌鲁木齐市,本科
新疆师范大学,10762,乌鲁木齐市,本科
喀什大学,10763,喀什地区,本科
伊犁师范大学,10764,伊犁哈萨克自治州,本科
新疆财经大学,10766,乌鲁木齐市,本科
新疆艺术学院,10768,乌鲁木齐市,本科
新疆工程学院,10994,乌鲁木齐市,本科
昌吉学院,10997,昌吉回族自治州,本科
新疆警察学院,12734,乌鲁木齐市,本科
新疆理工学院,13558,阿克苏地区,本科
新疆农业大学科学技术学院,13559,乌鲁木齐市,本科
新疆第二医学院,13560,克拉玛依市,本科
新疆科技学院,13561,巴音郭楞蒙古自治州,本科
新疆政法学院,13628,图木舒克市,本科
新疆天山职业技术大学,13727,乌鲁木齐市,本科
新疆和田学院,10765,和田地区,本科
新疆农业职业技术大学,10995,昌吉回族自治州,本科
新疆工业学院,14897,和田地区,本科
乌鲁木齐职业大学,11565,乌鲁木齐市,本科
新疆交通职业技术大学,13926,乌鲁木齐市,本科
塔里木理工学院,14946,阿拉尔市,本科
新疆理工职业大学,14947,喀什地区,本科
